time,orientation_x,orientation_y,orientation_z
1703352253.5896478,1.0,2.0,3.0
1703352253.6004043,1.0,2.0,3.0
1703352253.6109326,1.0,2.0,3.0
1703352253.6214538,1.0,2.0,3.0
1703352253.632214,1.0,2.0,3.0
1703352253.6432858,1.0,2.0,3.0
1703352253.653873,1.0,2.0,3.0
1703352253.6644068,1.0,2.0,3.0
1703352253.67491,1.0,2.0,3.0
1703352253.685577,1.0,2.0,3.0
1703352253.696307,1.0,2.0,3.0
1703352253.7070708,1.0,2.0,3.0
1703352253.7175953,1.0,2.0,3.0
1703352253.728324,1.0,2.0,3.0
1703352253.7390625,1.0,2.0,3.0
1703352253.7498012,1.0,2.0,3.0
1703352253.7606313,1.0,2.0,3.0
1703352253.7714279,1.0,2.0,3.0
1703352253.7823067,1.0,2.0,3.0
1703352253.7928505,1.0,2.0,3.0
1703352253.8037019,1.0,2.0,3.0
1703352253.8142288,1.0,2.0,3.0
1703352253.824874,1.0,2.0,3.0
1703352253.8356044,1.0,2.0,3.0
1703352253.8463867,1.0,2.0,3.0
1703352253.8572712,1.0,2.0,3.0
1703352253.867799,1.0,2.0,3.0
1703352253.8785179,1.0,2.0,3.0
1703352253.8893266,1.0,2.0,3.0
1703352253.9000602,1.0,2.0,3.0
1703352253.9106612,1.0,2.0,3.0
1703352253.921443,1.0,2.0,3.0
1703352253.932181,1.0,2.0,3.0
1703352253.942754,1.0,2.0,3.0
1703352253.953299,1.0,2.0,3.0
1703352253.9638653,1.0,2.0,3.0
1703352253.974397,1.0,2.0,3.0
1703352253.9848146,1.0,2.0,3.0
1703352253.9950628,1.0,2.0,3.0
1703352254.0052383,1.0,2.0,3.0
1703352254.015462,1.0,2.0,3.0
1703352254.0258296,1.0,2.0,3.0
1703352254.0366178,1.0,2.0,3.0
1703352254.0472271,1.0,2.0,3.0
1703352254.057714,1.0,2.0,3.0
1703352254.0683749,1.0,2.0,3.0
1703352254.0792212,1.0,2.0,3.0
1703352254.0899494,1.0,2.0,3.0
1703352254.100538,1.0,2.0,3.0
1703352254.1110768,1.0,2.0,3.0
1703352254.1218166,1.0,2.0,3.0
1703352254.1323726,1.0,2.0,3.0
1703352254.143281,1.0,2.0,3.0
1703352254.1539607,1.0,2.0,3.0
1703352254.164494,1.0,2.0,3.0
1703352254.1749973,1.0,2.0,3.0
1703352254.1857219,1.0,2.0,3.0
1703352254.196247,1.0,2.0,3.0
1703352254.206806,1.0,2.0,3.0
1703352254.2174113,1.0,2.0,3.0
1703352254.228146,1.0,2.0,3.0
1703352254.238894,1.0,2.0,3.0
1703352254.2496338,1.0,2.0,3.0
1703352254.2604094,1.0,2.0,3.0
1703352254.2709296,1.0,2.0,3.0
1703352254.2816827,1.0,2.0,3.0
1703352254.292444,1.0,2.0,3.0
1703352254.3033311,1.0,2.0,3.0
1703352254.3139277,1.0,2.0,3.0
1703352254.3244634,1.0,2.0,3.0
1703352254.3349974,1.0,2.0,3.0
1703352254.3459861,1.0,2.0,3.0
1703352254.3567147,1.0,2.0,3.0
1703352254.3672826,1.0,2.0,3.0
1703352254.3780174,1.0,2.0,3.0
1703352254.388747,1.0,2.0,3.0
1703352254.3995674,1.0,2.0,3.0
1703352254.410599,1.0,2.0,3.0
1703352254.4211197,1.0,2.0,3.0
1703352254.431837,1.0,2.0,3.0
1703352254.442584,1.0,2.0,3.0
1703352254.4533231,1.0,2.0,3.0
1703352254.4639068,1.0,2.0,3.0
1703352254.4746614,1.0,2.0,3.0
1703352254.4854937,1.0,2.0,3.0
1703352254.4959462,1.0,2.0,3.0
1703352254.5063608,1.0,2.0,3.0
1703352254.516998,1.0,2.0,3.0
1703352254.5274358,1.0,2.0,3.0
1703352254.538075,1.0,2.0,3.0
1703352254.5487967,1.0,2.0,3.0
1703352254.5593486,1.0,2.0,3.0
1703352254.5700784,1.0,2.0,3.0
1703352254.5806396,1.0,2.0,3.0
1703352254.5913417,1.0,2.0,3.0
1703352254.6020954,1.0,2.0,3.0
1703352254.612885,1.0,2.0,3.0
1703352254.6236436,1.0,2.0,3.0
1703352254.6341612,1.0,2.0,3.0
1703352254.6449027,1.0,2.0,3.0
1703352254.655635,1.0,2.0,3.0
1703352254.6663659,1.0,2.0,3.0
1703352254.677124,1.0,2.0,3.0
1703352254.6876385,1.0,2.0,3.0
1703352254.6983552,1.0,2.0,3.0
1703352254.7090907,1.0,2.0,3.0
1703352254.7198305,1.0,2.0,3.0
1703352254.7305212,1.0,2.0,3.0
1703352254.7410312,1.0,2.0,3.0
1703352254.7517726,1.0,2.0,3.0
1703352254.762514,1.0,2.0,3.0
1703352254.7732356,1.0,2.0,3.0
1703352254.7838717,1.0,2.0,3.0
1703352254.7943685,1.0,2.0,3.0
1703352254.8048246,1.0,2.0,3.0
1703352254.8155856,1.0,2.0,3.0
1703352254.8261292,1.0,2.0,3.0
1703352254.8369071,1.0,2.0,3.0
1703352254.8474343,1.0,2.0,3.0
1703352254.8582542,1.0,2.0,3.0
1703352254.8689733,1.0,2.0,3.0
1703352254.879698,1.0,2.0,3.0
1703352254.8904517,1.0,2.0,3.0
1703352254.900958,1.0,2.0,3.0
1703352254.911724,1.0,2.0,3.0
1703352254.9224517,1.0,2.0,3.0
1703352254.9331808,1.0,2.0,3.0
1703352254.943874,1.0,2.0,3.0
1703352254.9544017,1.0,2.0,3.0
1703352254.9648392,1.0,2.0,3.0
1703352254.9755661,1.0,2.0,3.0
1703352254.9863358,1.0,2.0,3.0
1703352254.9967334,1.0,2.0,3.0
1703352255.0070713,1.0,2.0,3.0
1703352255.0174508,1.0,2.0,3.0
1703352255.0277064,1.0,2.0,3.0
1703352255.0383444,1.0,2.0,3.0
1703352255.049084,1.0,2.0,3.0
1703352255.060018,1.0,2.0,3.0
1703352255.0706046,1.0,2.0,3.0
1703352255.0810637,1.0,2.0,3.0
1703352255.0917852,1.0,2.0,3.0
1703352255.1025133,1.0,2.0,3.0
1703352255.1132457,1.0,2.0,3.0
1703352255.1238751,1.0,2.0,3.0
1703352255.1344035,1.0,2.0,3.0
1703352255.1454828,1.0,2.0,3.0
1703352255.1562097,1.0,2.0,3.0
1703352255.1669695,1.0,2.0,3.0
1703352255.1774964,1.0,2.0,3.0
1703352255.1882255,1.0,2.0,3.0
1703352255.198957,1.0,2.0,3.0
1703352255.2095037,1.0,2.0,3.0
1703352255.220317,1.0,2.0,3.0
1703352255.2308364,1.0,2.0,3.0
1703352255.2415366,1.0,2.0,3.0
1703352255.2522728,1.0,2.0,3.0
1703352255.2631001,1.0,2.0,3.0
1703352255.2736628,1.0,2.0,3.0
1703352255.2841763,1.0,2.0,3.0
1703352255.2948291,1.0,2.0,3.0
1703352255.3055553,1.0,2.0,3.0
1703352255.3162878,1.0,2.0,3.0
1703352255.3272328,1.0,2.0,3.0
1703352255.3377464,1.0,2.0,3.0
1703352255.3484747,1.0,2.0,3.0
1703352255.359218,1.0,2.0,3.0
1703352255.369957,1.0,2.0,3.0
1703352255.380517,1.0,2.0,3.0
1703352255.3910506,1.0,2.0,3.0
1703352255.4015627,1.0,2.0,3.0
1703352255.4122884,1.0,2.0,3.0
1703352255.4230182,1.0,2.0,3.0
1703352255.4337728,1.0,2.0,3.0
1703352255.4442985,1.0,2.0,3.0
1703352255.4549785,1.0,2.0,3.0
1703352255.4655297,1.0,2.0,3.0
1703352255.476073,1.0,2.0,3.0
1703352255.486831,1.0,2.0,3.0
1703352255.4972656,1.0,2.0,3.0
1703352255.5076883,1.0,2.0,3.0
1703352255.5187306,1.0,2.0,3.0
1703352255.5295947,1.0,2.0,3.0
1703352255.540362,1.0,2.0,3.0
1703352255.5508506,1.0,2.0,3.0
1703352255.5615,1.0,2.0,3.0
1703352255.5722327,1.0,2.0,3.0
1703352255.5829573,1.0,2.0,3.0
1703352255.5939174,1.0,2.0,3.0
1703352255.6044276,1.0,2.0,3.0
1703352255.615146,1.0,2.0,3.0
1703352255.626291,1.0,2.0,3.0
1703352255.6370442,1.0,2.0,3.0
1703352255.647567,1.0,2.0,3.0
1703352255.658344,1.0,2.0,3.0
1703352255.669077,1.0,2.0,3.0
1703352255.679905,1.0,2.0,3.0
1703352255.6905622,1.0,2.0,3.0
1703352255.7010975,1.0,2.0,3.0
1703352255.7117245,1.0,2.0,3.0
1703352255.7224457,1.0,2.0,3.0
1703352255.7329457,1.0,2.0,3.0
1703352255.7433405,1.0,2.0,3.0
1703352255.7536666,1.0,2.0,3.0
1703352255.7641113,1.0,2.0,3.0
1703352255.7748573,1.0,2.0,3.0
1703352255.7855513,1.0,2.0,3.0
1703352255.796081,1.0,2.0,3.0
1703352255.8068316,1.0,2.0,3.0
1703352255.817371,1.0,2.0,3.0
1703352255.828112,1.0,2.0,3.0
1703352255.8388367,1.0,2.0,3.0
1703352255.849568,1.0,2.0,3.0
1703352255.8604517,1.0,2.0,3.0
1703352255.870992,1.0,2.0,3.0
1703352255.8817344,1.0,2.0,3.0
1703352255.89237,1.0,2.0,3.0
1703352255.9029293,1.0,2.0,3.0
1703352255.9137316,1.0,2.0,3.0
1703352255.924314,1.0,2.0,3.0
1703352255.93471,1.0,2.0,3.0
1703352255.9452188,1.0,2.0,3.0
1703352255.9559002,1.0,2.0,3.0
1703352255.9665318,1.0,2.0,3.0
1703352255.9772897,1.0,2.0,3.0
1703352255.9875953,1.0,2.0,3.0
1703352255.9979494,1.0,2.0,3.0
1703352256.0084217,1.0,2.0,3.0
1703352256.0215364,1.0,2.0,3.0
1703352256.0322745,0.0,0.0,0.0
1703352256.0431182,1.0,2.0,3.0
1703352256.0538776,1.0,2.0,3.0
1703352256.0644178,1.0,2.0,3.0
1703352256.0751278,1.0,2.0,3.0
1703352256.0856912,1.0,2.0,3.0
1703352256.09634,1.0,2.0,3.0
1703352256.1074743,1.0,2.0,3.0
1703352256.1179943,1.0,2.0,3.0
1703352256.1287575,1.0,2.0,3.0
1703352256.1394866,1.0,2.0,3.0
1703352256.1501799,1.0,2.0,3.0
1703352256.1606526,1.0,2.0,3.0
1703352256.1711237,1.0,2.0,3.0
1703352256.181945,1.0,2.0,3.0
1703352256.1925035,1.0,2.0,3.0
1703352256.2031126,1.0,2.0,3.0
1703352256.2142828,1.0,2.0,3.0
1703352256.2249448,1.0,2.0,3.0
1703352256.2356741,1.0,2.0,3.0
1703352256.2464066,1.0,2.0,3.0
1703352256.2573037,1.0,2.0,3.0
1703352256.2678225,1.0,2.0,3.0
1703352256.278533,1.0,2.0,3.0
1703352256.2895815,1.0,2.0,3.0
1703352256.300339,1.0,2.0,3.0
1703352256.3107913,1.0,2.0,3.0
1703352256.3214872,1.0,2.0,3.0
1703352256.3322113,1.0,2.0,3.0
1703352256.3427598,1.0,2.0,3.0
1703352256.3532984,1.0,2.0,3.0
1703352256.363873,1.0,2.0,3.0
1703352256.374405,1.0,2.0,3.0
1703352256.384947,1.0,2.0,3.0
1703352256.3954964,1.0,2.0,3.0
1703352256.4062905,1.0,2.0,3.0
1703352256.4168677,1.0,2.0,3.0
1703352256.4274106,1.0,2.0,3.0
1703352256.4381347,1.0,2.0,3.0
1703352256.4488614,1.0,2.0,3.0
1703352256.459474,1.0,2.0,3.0
1703352256.4699626,1.0,2.0,3.0
1703352256.4804175,1.0,2.0,3.0
1703352256.490819,1.0,2.0,3.0
1703352256.501161,1.0,2.0,3.0
1703352256.5118577,1.0,2.0,3.0
1703352256.522306,1.0,2.0,3.0
1703352256.5327923,1.0,2.0,3.0
1703352256.5433505,1.0,2.0,3.0
1703352256.5537307,1.0,2.0,3.0
1703352256.564162,1.0,2.0,3.0
1703352256.5749424,1.0,2.0,3.0
1703352256.5854826,1.0,2.0,3.0
1703352256.5963085,1.0,2.0,3.0
1703352256.6070635,1.0,2.0,3.0
1703352256.6175132,1.0,2.0,3.0
1703352256.6279247,1.0,2.0,3.0
1703352256.6385636,1.0,2.0,3.0
1703352256.64936,1.0,2.0,3.0
1703352256.6600301,1.0,2.0,3.0
1703352256.670706,1.0,2.0,3.0
1703352256.6812112,1.0,2.0,3.0
1703352256.691923,1.0,2.0,3.0
1703352256.7026563,1.0,2.0,3.0
1703352256.713383,1.0,2.0,3.0
1703352256.7239628,1.0,2.0,3.0
1703352256.734427,1.0,2.0,3.0
1703352256.7448964,1.0,2.0,3.0
1703352256.7555478,1.0,2.0,3.0
1703352256.7662687,1.0,2.0,3.0
1703352256.7772307,1.0,2.0,3.0
1703352256.7877579,1.0,2.0,3.0
1703352256.7984235,1.0,2.0,3.0
1703352256.8091288,1.0,2.0,3.0
1703352256.8196943,1.0,2.0,3.0
1703352256.8304718,1.0,2.0,3.0
1703352256.8409975,1.0,2.0,3.0
1703352256.8515947,1.0,2.0,3.0
1703352256.8620045,1.0,2.0,3.0
1703352256.8722782,1.0,2.0,3.0
1703352256.8825014,1.0,2.0,3.0
1703352256.8927605,1.0,2.0,3.0
1703352256.9030688,1.0,2.0,3.0
1703352256.913752,1.0,2.0,3.0
1703352256.9243827,1.0,2.0,3.0
1703352256.935142,1.0,2.0,3.0
1703352256.9459414,1.0,2.0,3.0
1703352256.9567142,1.0,2.0,3.0
1703352256.9670446,1.0,2.0,3.0
1703352256.977333,1.0,2.0,3.0
1703352256.9878483,1.0,2.0,3.0
1703352256.9982402,1.0,2.0,3.0
1703352257.0086205,1.0,2.0,3.0
1703352257.0190775,1.0,2.0,3.0
1703352257.029618,1.0,2.0,3.0
1703352257.0402412,1.0,2.0,3.0
1703352257.0507112,1.0,2.0,3.0
1703352257.0612295,1.0,2.0,3.0
1703352257.0719454,1.0,2.0,3.0
1703352257.0826638,1.0,2.0,3.0
1703352257.0931983,1.0,2.0,3.0
1703352257.103981,1.0,2.0,3.0
1703352257.114509,1.0,2.0,3.0
1703352257.1250472,1.0,2.0,3.0
1703352257.1357448,1.0,2.0,3.0
1703352257.1463523,1.0,2.0,3.0
1703352257.1571417,1.0,2.0,3.0
1703352257.1675878,1.0,2.0,3.0
1703352257.1782544,1.0,2.0,3.0
1703352257.1889749,1.0,2.0,3.0
1703352257.1995063,1.0,2.0,3.0
1703352257.2103114,1.0,2.0,3.0
1703352257.2208385,1.0,2.0,3.0
1703352257.2313287,1.0,2.0,3.0
1703352257.241849,1.0,2.0,3.0
1703352257.2525783,1.0,2.0,3.0
1703352257.2631104,1.0,2.0,3.0
1703352257.2736828,1.0,2.0,3.0
1703352257.2842464,1.0,2.0,3.0
1703352257.2949831,1.0,2.0,3.0
1703352257.3057094,1.0,2.0,3.0
1703352257.316253,1.0,2.0,3.0
1703352257.3271775,1.0,2.0,3.0
1703352257.3376946,1.0,2.0,3.0
1703352257.3484168,1.0,2.0,3.0
1703352257.3591466,1.0,2.0,3.0
1703352257.3698785,1.0,2.0,3.0
1703352257.3804114,1.0,2.0,3.0
1703352257.3909338,1.0,2.0,3.0
1703352257.4016967,1.0,2.0,3.0
1703352257.4124877,1.0,2.0,3.0
1703352257.4233124,1.0,2.0,3.0
1703352257.4339044,1.0,2.0,3.0
1703352257.4444234,1.0,2.0,3.0
1703352257.4552982,1.0,2.0,3.0
1703352257.4660258,1.0,2.0,3.0
1703352257.4767628,1.0,2.0,3.0
1703352257.4873526,1.0,2.0,3.0
1703352257.4977913,1.0,2.0,3.0
1703352257.508125,1.0,2.0,3.0
1703352257.5186825,1.0,2.0,3.0
1703352257.5293534,1.0,2.0,3.0
1703352257.5401485,1.0,2.0,3.0
1703352257.5506864,1.0,2.0,3.0
1703352257.5611806,1.0,2.0,3.0
1703352257.5719008,1.0,2.0,3.0
1703352257.582627,1.0,2.0,3.0
1703352257.5933506,1.0,2.0,3.0
1703352257.6039484,1.0,2.0,3.0
1703352257.6144624,1.0,2.0,3.0
1703352257.6251583,1.0,2.0,3.0
1703352257.6358938,1.0,2.0,3.0
1703352257.6464677,1.0,2.0,3.0
1703352257.6570272,1.0,2.0,3.0
1703352257.6674776,1.0,2.0,3.0
1703352257.6779175,1.0,2.0,3.0
1703352257.6886327,1.0,2.0,3.0
1703352257.699442,1.0,2.0,3.0
1703352257.7102466,1.0,2.0,3.0
1703352257.720769,1.0,2.0,3.0
1703352257.7312903,1.0,2.0,3.0
1703352257.7417092,1.0,2.0,3.0
1703352257.7520702,1.0,2.0,3.0
1703352257.7627811,1.0,2.0,3.0
1703352257.773543,1.0,2.0,3.0
1703352257.7840674,1.0,2.0,3.0
1703352257.7945068,1.0,2.0,3.0
1703352257.805231,1.0,2.0,3.0
1703352257.8159697,1.0,2.0,3.0
1703352257.826708,1.0,2.0,3.0
1703352257.8372784,1.0,2.0,3.0
1703352257.847782,1.0,2.0,3.0
1703352257.858499,1.0,2.0,3.0
1703352257.8692255,1.0,2.0,3.0
1703352257.8799446,1.0,2.0,3.0
1703352257.8905256,1.0,2.0,3.0
1703352257.9010484,1.0,2.0,3.0
1703352257.9117563,1.0,2.0,3.0
1703352257.9224837,1.0,2.0,3.0
1703352257.9333272,1.0,2.0,3.0
1703352257.9438853,1.0,2.0,3.0
1703352257.9543867,1.0,2.0,3.0
1703352257.9649718,1.0,2.0,3.0
1703352257.9753,1.0,2.0,3.0
1703352257.9855888,1.0,2.0,3.0
1703352257.99582,1.0,2.0,3.0
1703352258.006046,1.0,2.0,3.0
1703352258.0163515,1.0,2.0,3.0
1703352258.0266557,1.0,2.0,3.0
1703352258.0369666,1.0,2.0,3.0
1703352258.047421,1.0,2.0,3.0
1703352258.058007,1.0,2.0,3.0
1703352258.0687745,1.0,2.0,3.0
1703352258.0793529,1.0,2.0,3.0
1703352258.0903337,1.0,2.0,3.0
1703352258.1009371,1.0,2.0,3.0
1703352258.1118784,1.0,2.0,3.0
1703352258.1226056,1.0,2.0,3.0
1703352258.133788,1.0,2.0,3.0
1703352258.1445878,1.0,2.0,3.0
1703352258.1552675,1.0,2.0,3.0
1703352258.1657662,1.0,2.0,3.0
1703352258.1763268,1.0,2.0,3.0
1703352258.1870837,1.0,2.0,3.0
1703352258.197616,1.0,2.0,3.0
1703352258.2083902,1.0,2.0,3.0
1703352258.2191145,1.0,2.0,3.0
1703352258.229883,1.0,2.0,3.0
1703352258.2405324,1.0,2.0,3.0
1703352258.2510626,1.0,2.0,3.0
1703352258.2615218,1.0,2.0,3.0
1703352258.2719467,1.0,2.0,3.0
1703352258.2823093,1.0,2.0,3.0
1703352258.2927885,1.0,2.0,3.0
1703352258.303547,1.0,2.0,3.0
1703352258.3141022,1.0,2.0,3.0
1703352258.324757,1.0,2.0,3.0
1703352258.335306,1.0,2.0,3.0
1703352258.3460333,1.0,2.0,3.0
1703352258.3568037,1.0,2.0,3.0
1703352258.3673427,1.0,2.0,3.0
1703352258.3780653,1.0,2.0,3.0
1703352258.3887873,1.0,2.0,3.0
1703352258.3995152,1.0,2.0,3.0
1703352258.4102855,1.0,2.0,3.0
1703352258.420828,1.0,2.0,3.0
1703352258.4317086,1.0,2.0,3.0
1703352258.4424388,1.0,2.0,3.0
1703352258.4529629,1.0,2.0,3.0
1703352258.4633496,1.0,2.0,3.0
1703352258.4739249,1.0,2.0,3.0
1703352258.4846108,1.0,2.0,3.0
1703352258.495094,1.0,2.0,3.0
1703352258.5055323,1.0,2.0,3.0
1703352258.5160632,1.0,2.0,3.0
1703352258.5266476,1.0,2.0,3.0
1703352258.5371518,1.0,2.0,3.0
1703352258.5475965,1.0,2.0,3.0
1703352258.5583563,1.0,2.0,3.0
1703352258.5693784,1.0,2.0,3.0
1703352258.5801444,1.0,2.0,3.0
1703352258.5907257,1.0,2.0,3.0
1703352258.6016982,1.0,2.0,3.0
1703352258.6124241,1.0,2.0,3.0
1703352258.6232445,1.0,2.0,3.0
1703352258.6338804,1.0,2.0,3.0
1703352258.6444097,1.0,2.0,3.0
1703352258.655128,1.0,2.0,3.0
1703352258.6655974,1.0,2.0,3.0
1703352258.6760497,1.0,2.0,3.0
1703352258.6868618,1.0,2.0,3.0
1703352258.6972883,1.0,2.0,3.0
1703352258.7078178,1.0,2.0,3.0
1703352258.7188654,1.0,2.0,3.0
1703352258.729421,1.0,2.0,3.0
1703352258.7400582,1.0,2.0,3.0
1703352258.7509792,1.0,2.0,3.0
1703352258.761823,1.0,2.0,3.0
1703352258.77266,1.0,2.0,3.0
1703352258.7833772,1.0,2.0,3.0
1703352258.7939093,1.0,2.0,3.0
1703352258.8043802,1.0,2.0,3.0
1703352258.8149214,1.0,2.0,3.0
1703352258.825473,1.0,2.0,3.0
1703352258.8362558,1.0,2.0,3.0
1703352258.8468366,1.0,2.0,3.0
1703352258.8573883,1.0,2.0,3.0
1703352258.8838632,1.0,2.0,3.0
1703352258.8943899,1.0,2.0,3.0
1703352258.905215,1.0,2.0,3.0
1703352258.9159534,1.0,2.0,3.0
1703352258.9266777,1.0,2.0,3.0
1703352258.9372978,1.0,2.0,3.0
1703352258.9478953,1.0,2.0,3.0
1703352258.9584267,1.0,2.0,3.0
1703352258.9690838,1.0,2.0,3.0
1703352258.9798434,1.0,2.0,3.0
1703352258.990376,1.0,2.0,3.0
1703352259.000879,1.0,2.0,3.0
1703352259.011557,1.0,2.0,3.0
1703352259.0226443,1.0,2.0,3.0
1703352259.0331402,1.0,2.0,3.0
1703352259.043557,1.0,2.0,3.0
1703352259.0538654,1.0,2.0,3.0
1703352259.0643792,1.0,2.0,3.0
1703352259.074968,1.0,2.0,3.0
1703352259.0859954,1.0,2.0,3.0
1703352259.0967238,1.0,2.0,3.0
1703352259.1072884,1.0,2.0,3.0
1703352259.1178298,1.0,2.0,3.0
1703352259.128704,1.0,2.0,3.0
1703352259.1394227,1.0,2.0,3.0
1703352259.149869,1.0,2.0,3.0
1703352259.1603541,1.0,2.0,3.0
1703352259.1708627,1.0,2.0,3.0
1703352259.1813867,1.0,2.0,3.0
1703352259.1921453,1.0,2.0,3.0
1703352259.2028704,1.0,2.0,3.0
1703352259.2134209,1.0,2.0,3.0
1703352259.223946,1.0,2.0,3.0
1703352259.234379,1.0,2.0,3.0
1703352259.2450902,1.0,2.0,3.0
1703352259.2558959,1.0,2.0,3.0
1703352259.2666335,1.0,2.0,3.0
1703352259.2772164,1.0,2.0,3.0
1703352259.287767,1.0,2.0,3.0
1703352259.298282,1.0,2.0,3.0
1703352259.308995,1.0,2.0,3.0
1703352259.319836,1.0,2.0,3.0
1703352259.3305352,1.0,2.0,3.0
1703352259.3410645,1.0,2.0,3.0
1703352259.3520582,1.0,2.0,3.0
1703352259.362775,1.0,2.0,3.0
1703352259.3735325,1.0,2.0,3.0
1703352259.3840683,1.0,2.0,3.0
1703352259.3948345,1.0,2.0,3.0
1703352259.4057083,1.0,2.0,3.0
1703352259.4166846,1.0,2.0,3.0
1703352259.427263,1.0,2.0,3.0
1703352259.4377882,1.0,2.0,3.0
1703352259.4483464,1.0,2.0,3.0
1703352259.4589431,1.0,2.0,3.0
1703352259.4697611,1.0,2.0,3.0
1703352259.4810357,1.0,2.0,3.0
1703352259.4916346,1.0,2.0,3.0
1703352259.5022488,1.0,2.0,3.0
1703352259.5125983,1.0,2.0,3.0
1703352259.5229366,1.0,2.0,3.0
1703352259.533592,1.0,2.0,3.0
1703352259.5441172,1.0,2.0,3.0
1703352259.5548446,1.0,2.0,3.0
1703352259.5657096,1.0,2.0,3.0
1703352259.5767186,1.0,2.0,3.0
1703352259.5872533,1.0,2.0,3.0
1703352259.5976827,1.0,2.0,3.0
1703352259.608415,1.0,2.0,3.0
1703352259.6192768,1.0,2.0,3.0
1703352259.6300175,1.0,2.0,3.0
1703352259.6406014,1.0,2.0,3.0
1703352259.6510465,1.0,2.0,3.0
1703352259.6616993,1.0,2.0,3.0
1703352259.6722476,1.0,2.0,3.0
1703352259.6827774,1.0,2.0,3.0
1703352259.6932442,1.0,2.0,3.0
1703352259.7039413,1.0,2.0,3.0
1703352259.7144585,1.0,2.0,3.0
1703352259.7251704,1.0,2.0,3.0
1703352259.7359133,1.0,2.0,3.0
1703352259.7466307,1.0,2.0,3.0
1703352259.7571986,1.0,2.0,3.0
1703352259.767724,1.0,2.0,3.0
1703352259.7784412,1.0,2.0,3.0
1703352259.7889636,1.0,2.0,3.0
1703352259.799399,1.0,2.0,3.0
1703352259.8097699,1.0,2.0,3.0
1703352259.8203351,1.0,2.0,3.0
1703352259.8309245,1.0,2.0,3.0
1703352259.8417087,1.0,2.0,3.0
1703352259.8524194,1.0,2.0,3.0
1703352259.863198,1.0,2.0,3.0
1703352259.8737388,1.0,2.0,3.0
1703352259.8842604,1.0,2.0,3.0
1703352259.8949084,1.0,2.0,3.0
1703352259.9056556,1.0,2.0,3.0
1703352259.9164128,1.0,2.0,3.0
1703352259.9269688,1.0,2.0,3.0
1703352259.9374504,1.0,2.0,3.0
1703352259.9480991,1.0,2.0,3.0
1703352259.958818,1.0,2.0,3.0
1703352259.9696093,1.0,2.0,3.0
1703352259.980347,1.0,2.0,3.0
1703352259.9908495,1.0,2.0,3.0
1703352260.0012934,1.0,2.0,3.0
1703352260.0116284,1.0,2.0,3.0
1703352260.0222638,1.0,2.0,3.0
1703352260.0327847,1.0,2.0,3.0
1703352260.0436275,1.0,2.0,3.0
1703352260.0541413,1.0,2.0,3.0
1703352260.0646775,1.0,2.0,3.0
1703352260.0755367,1.0,2.0,3.0
1703352260.0862648,1.0,2.0,3.0
1703352260.0970953,1.0,2.0,3.0
1703352260.107613,1.0,2.0,3.0
1703352260.1181202,1.0,2.0,3.0
1703352260.1286528,1.0,2.0,3.0
1703352260.1393716,1.0,2.0,3.0
1703352260.1498334,1.0,2.0,3.0
1703352260.1603131,1.0,2.0,3.0
1703352260.1708398,1.0,2.0,3.0
1703352260.1815782,1.0,2.0,3.0
